hscode,hsdesc,export_usd_mn,import_usd_mn,net_usd_mn,share_of_total_deficit_pct
4203,"ARTICLES OF APPAREL AND CLOTHING          ACCESSORIES, OF LEATHER OR OF COMPOSITION LEATHER",782.96,18.31,764.65,0
3923,ARTCLS FOR THE CNVYNCE/PCKNG OF GOODS     STOPRS LIDS CAPS AND OTHR CLSRS OF PLSTCS,1208.66,435.72,772.95,0
1701,CANE/BEET SUGR CHMCLY PURE SUCRSE IN SOLID,2042.02,1266.97,775.06,0
2101,"EXTRTS ESSNCS AND CNCNTRTS OF COFFE TEA/    MATEAND THR PRPN;RSTD CHICORY AND OTHR RSTD   COFFE SUBSTITUTS,EXTRCTS,ESSNC",825.17,40.93,784.24,0
8807,"PARTS OF GOODS OF HEADING 8801,8802 OR 8806",1553.91,767.10,786.82,0
0902,TEA,898.82,74.97,823.85,0
6205,MENS OR BOYS SHIRTS,951.66,121.35,830.31,0
2106,OTHR FOOD PREPRNS N.E.S.,957.97,118.48,839.49,0
6203,"MENS OR BOYS SUITS,ENSEMBLES,JACKETS BLAZERS,TROUSERS,BIB AND BRACE OVERALLS BREECHES AND SHORTS(OTHER THAN SWIMWEAR)",1112.67,270.25,842.42,0
2942,OTHER ORGANIC COMPOUNDS,1244.85,370.46,874.38,0
0307,"MOLUSCS W/N IN SHL ,LIVE,FRSH,CHLD,FRZN,DRIED,SLTD/INBRINE;SMKD MOLUSCS W/N IN SHL,W/N CKD BEFORE OR DURING SMKNG PROCSS",930.27,10.80,919.47,0
7222,"OTHER BARS AND RODS OF STAINLESS STEEL;   ANGLES, SHAPES AND SECTIONS OF STAINLESS  STEEL",1119.22,189.90,929.32,0
6111,"BABIES GARMENTS AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",971.03,33.38,937.65,0
6211,"TRCK SUITS,SKI SUITS AND SWMWEAR,OTHR GRMNTS",958.34,16.70,941.64,0
6206,"WOMENS OR GIRLS BLOUSES, SHIRTS AND     SHIRT",1020.02,56.54,963.48,0
1302,VEG SAPS AND EXTRCTS;PECTC SUBSTNCS PECTNATSPECTTS;AGAR,1106.04,125.64,980.40,0
7305,"OTHR TUBESANDPIPES,(E.G.WELDED,RIVETED ETC) HAVNG CIRCLR CRS SCTN,THE EXTRNL DIAMETR  OF WHCH EXCDS 406.4MM, OF IRON/STL",1016.66,29.19,987.47,0
0904,PEPPER OF THE GENUS PIPER; DRIED OR       CRUSHED OR GROUND FRUITS OF THE GENUS     CAPSICUM OR OF THE GENUS PIMENTA PEP,1233.65,233.52,1000.13,0
2716,ELECTRICAL ENERGY,1368.26,308.77,1059.48,0
4202,"TRUNKS, SUIT",1591.18,504.32,1086.86,0
0901,"COFFEE, WHETHER OR NOT ROASTED OR         DACAFFEINATED; COFFEE HUSKS AND SKINS;    COFFEE SUBSTITUTES CONTAINING COFFEE",1405.88,316.34,1089.54,0
8544,"INSULATED (INCL ENAMELLED OR ANODISED) WIRE, CABLE (INCL CO",2871.34,1781.27,1090.06,0
6802,WRKD MONMNT/BLDG STONE (EXCPT SLATE)ETC   EXCPT HDG 6801 MOSAIC CUBES ARTFCLY COLRD GRNLS ETC OF NATRL STONE (INCL SLATE,1170.11,61.18,1108.94,0
5208,WOVN FBRCS OF COTON CONTNG>=85% BY WT OF  COTON WEGHNG NT MORE THN 200 G/M2,1246.89,122.27,1124.61,0
7325,OTHER CAST ARTICLES OF IRON OR STEEL,1249.84,80.53,1169.31,0
8701,TRACTORS (OTHER THAN TRACTORS OF HEADING  8709),1269.51,73.45,1196.06,0
7308,STRUCTRS(EXCL PREFABRICTD BLDNGS OF HDG   NO.9406)AND PARTS E.G.BRIDGES ROOFS DOORS   TUBES ETC USED IN STRUCTRS OF IRON,1752.74,546.71,1206.03,0
1515,"OTHR FIXD VEGETABLE OR MICROBIAL FATS AND OILS(INCL JOJOBA OIL)AND THEIR FRCTNS,WHTHR OR NOT REFND,BUT NOT CHEMCLY MODFD",1270.07,43.56,1226.51,0
6305,"SACKS AND BAGS, OF A KIND USED FOR THE    PACKING OF GOODS",1287.58,56.50,1231.08,0
8429,SLF,1768.69,511.41,1257.28,0
2401,UNMANUFACTURED TOBACCO; TOBACCO REFUSE,1367.28,39.07,1328.22,0
8704,MOTOR VEHICLES FOR THE TRANSPORT OF GOODS,1544.45,96.10,1448.35,0
8411,TURBO,5672.06,4108.40,1563.66,0
6403,"FTWEAR WTH OUTR SOLES OF RUBR,PLSTCS,     LTHR/CMPSTN LTHR AND UPPRS OF LTHR",1694.07,87.05,1607.02,0
6304,"OTHER FURNISHING ARTICLES, EXCLUDING THOSE OF HEADING 9404",1751.61,81.00,1670.61,0
3204,SYNTC ORGNC COLRNG MATR W/N CHMCLY DFND,2188.11,297.62,1890.49,0
7202,FERRO,2889.81,929.22,1960.59,0
6302,"BED LINEN, TABLE LINEN, TOILET LINEN AND  KITCHEN LINEN",2006.64,30.57,1976.06,0
2933,HETEROCYCLIC COMPOUNDS WITH NITROGEN,4363.38,2348.21,2015.17,0
6907,"CERAMIC FLGS AND PAVING,HEARTH OR WALL TLS CERAMIC MOSAIC CUBES AND LIKE, WHETHER OR NOT ON A BACKING; FINISHING CERAMICS",2122.69,32.38,2090.30,0
6109,T,2369.47,141.35,2228.12,0
3808,"INSCTCDS,RDNTCDS,FNGCDS,HRBCDS,ANTSPROUTNGPRDCTS AND PLNTGRWTH RGLTRS",3870.78,1534.00,2336.78,0
4011,"NEW PNEUMATIC TYRES, OF RUBBER",3090.16,255.34,2834.81,0
6204,"WOMENS OR GIRLS SUITS, ENSEMBLES,       JACKETS, BLAZERS, DRESSES, SKIRTS, DIVIDED SKIRTS, TROUSERS, BIB AND BRACE OVE",3066.08,215.05,2851.03,0
7601,UNWROUGHT ALUMINIUM,4277.11,1334.73,2942.38,0
5205,COTN YRN(OTHR THN SWNG THRD)CNTNG 85% OR  MORE BY WT OF COTON NT PUT UP FR RETL SALE,3217.75,28.54,3189.21,0
8711,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR   WITHOUT SIDE",3982.74,155.86,3826.88,0
0202,"MEAT OF BOVINE ANIMALS, FROZEN",4612.90,0.00,4612.90,0
0306,"CRSTCN, CRSTCN CKD BY STMNG/BLNG WTR, W/N SHL,LIVE,FRSH,CHLD,FRZN,DRD,SLTD/IN BRINE;SMKD CRSTCN,W/N SHL,W/N CKD IN SMKNG",5078.89,49.07,5029.81,0
8703,MOTR CARS AND OTHR MOTR VHCLS FR TRNSPRT OF PERSONS(EXCL OF 8702)INCL RCNG CARS ETC,9040.19,991.55,8048.64,0
7113,ARTCLS OF JEWELLERY AND PRTS THEREOF; OF    PRCS MTL/OF MTL CLD WTH PRECIOUS METAL,13276.62,4930.51,8346.11,0
1006,RICE,11537.35,7.34,11530.01,0
8517,"ELCTRCL APARTS FR LINE TELEPHNY/TELGRPHY, INCL TELPHON SETS WTH CORDLS HANDSET      CARIER",33759.21,21717.08,12042.13,0
3004,"MDCMNTS (EXCL ITMS OF 3002,3005 / 3006)   FR THRPUTC/PRPHYLCTC USES IN MEASURD      DOSESOR IN PCKNGS FR RTL SALE",21866.01,1629.18,20236.83,0
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,52973.29,9319.65,43653.64,0
